TYPEID;GROUPID;TYPENAME;MASS;VOLUME
1437;162;Auto Targeting System II Blueprint;0;0,01
1445;767;Capacitor Power Relay I;20;5
1446;137;Capacitor Power Relay I Blueprint;0;0,01
1447;767;Capacitor Power Relay II;20;5
1448;137;Capacitor Power Relay II Blueprint;0;0,01
1529;15;Caldari Administrative Station;0;1
1530;15;Caldari Research Station;0;1
1531;15;Caldari Trading Station;0;1
1537;766;Basic Power Diagnostic System;20;5
1539;766;Power Diagnostic System I;20;5
1540;137;Power Diagnostic System I Blueprint;0;0,01
1541;766;Power Diagnostic System II;20;5
1542;137;Power Diagnostic System II Blueprint;0;0,01
1547;72;Small Proton Smartbomb I;10;12,5
1548;152;Small Proton Smartbomb I Blueprint;0;0,01
1549;72;Small Proton Smartbomb II;40;5
1550;152;Small Proton Smartbomb II Blueprint;0;0,01
1551;72;Small Graviton Smartbomb I;10;12,5
1552;152;Small Graviton Smartbomb I Blueprint;0;0,01
1553;72;Small Graviton Smartbomb II;40;5
1554;152;Small Graviton Smartbomb II Blueprint;0;0,01
1557;72;Small Plasma Smartbomb I;10;12,5
1558;152;Small Plasma Smartbomb I Blueprint;0;0,01
1559;72;Small Plasma Smartbomb II;40;5
1560;152;Small Plasma Smartbomb II Blueprint;0;0,01
1563;72;Small EMP Smartbomb I;10;12,5
1564;152;Small EMP Smartbomb I Blueprint;0;0,01
1565;72;Small EMP Smartbomb II;40;5
1566;152;Small EMP Smartbomb II Blueprint;0;0,01
1601;190;Amarr Bonus;0;0
1602;190;Ni-Kunni Bonus;0;0
1603;190;Civire Bonus;0;0
1604;190;Deteis Bonus;0;0
1605;190;Gallente Bonus;0;0
1606;190;Intaki Bonus;0;0
1607;190;Sebiestor Bonus;0;0
1608;190;Brutor Bonus;0;0
1611;191;Computer Empathy Bonus;0;0
1612;191;Ordered Mind Bonus;0;0
1613;191;Standard DNA Pattern Bonus;0;0
1614;191;Killer Instinct Bonus;0;0
1615;191;Deft Hands Bonus;0;0
1616;191;Structural Understanding Bonus;0;0
1617;191;Creative Bonus;0;0
1618;191;Glib Tongue Bonus;0;0
1619;191;August Demeanor Bonus;0;0
1620;191;Superior Motion Sense Bonus;0;0
1621;191;High-G Tolerance Bonus;0;0
1622;191;Vector Reckoning Bonus;0;0
1623;191;Stratum Form Feel Bonus;0;0
1624;191;Doctrine Ingrained Bonus;0;0
1625;191;Three Dimensional Thinking Bonus;0;0
1626;191;Swift Neural Grafting Bonus;0;0
1627;191;Booster Immunity Bonus;0;0
1628;193;Algiophobia Bonus;0;0
1629;193;Barophobia Bonus;0;0
1630;193;Cenophobia Bonus;0;0
1631;193;Claustrophobia Bonus;0;0
1632;193;Monophobia Bonus;0;0
1633;193;Mysophobia Bonus;0;0
1634;193;Taphephobia Bonus;0;0
1635;193;Xenophobia Bonus;0;0
1636;192;Mechanical Inaptitude Bonus;0;0
1639;192;Weak Double-helix Bond Bonus;0;0
1640;192;Short Attention Span Bonus;0;0
1641;192;Wasteful Bonus;0;0
1642;192;Trigger-happy Bonus;0;0
1643;192;Epileptic Bonus;0;0
1644;192;Strong Immunity System Bonus;0;0
1650;195;Amarr Military Academy Pilot Bonus;0;0
1651;195;Amarr Military Academy Gunner Bonus;0;0
1652;195;Amarr Technical School Engineering Bonus;0;0
1653;195;Amarr Technical School Electronics Bonus;0;0
1654;195;Amarr Business School Commerce Bonus;0;0
1655;195;Amarr Business School Industry Bonus;0;0
1657;196;Caldari Military Academy Pilot Bonus;0;0
1658;196;Caldari Military Academy Gunner Bonus;0;0
1659;196;Caldari Technical School Engineering Bonus;0;0
1660;196;Caldari Technical School Electronics Bonus;0;0
1661;196;Caldari Business School Commerce Bonus;0;0
1662;196;Caldari Business School Industry Bonus;0;0
1663;197;Gallente Military Academy Pilot Bonus;0;0
1664;197;Gallente Military Academy Gunner Bonus;0;0
1665;197;Gallente Technical School Engineering Bonus;0;0
1666;197;Gallente Technical School Electronics Bonus;0;0
1667;197;Gallente Business School Commerce Bonus;0;0
1668;197;Gallente Business School Industry Bonus;0;0
1669;198;Minmatar Military Academy Pilot Bonus;0;0
1670;198;Minmatar Military Academy Gunner Bonus;0;0
1671;198;Minmatar Technical School Engineering Bonus;0;0
1672;198;Minmatar Technical School Electronic Bonus;0;0
1673;198;Minmatar Business School Commerce Bonus;0;0
1674;198;Minmatar Business School Industry Bonus;0;0
1675;199;Bounty Hunter Bonus;0;0
1676;199;Scientist Bonus;0;0
1677;199;Industrialist Bonus;0;0
1678;199;Corporate Magnate Bonus;0;0
1679;199;Covert-op Bonus;0;0
1680;199;Navy Captain Bonus;0;0
1798;295;Basic EM Ward Amplifier;0;5
1800;295;Basic Thermic Dissipation Amplifier;0;5
1802;295;Basic Kinetic Deflection Amplifier;0;5
1804;295;Basic Explosive Deflection Amplifier;0;5
1808;295;EM Ward Amplifier I;0;5
1809;296;EM Ward Amplifier I Blueprint;0;0,01
1810;394;Scourge Auto-Targeting Light Missile I;700;0,015
1811;166;Scourge Auto-Targeting Light Missile I Blueprint;1;0,01
1814;394;Nova Auto-Targeting Light Missile I;700;0,015
1815;166;Nova Auto-Targeting Light Missile I Blueprint;1;0,01
1816;394;Inferno Auto-Targeting Light Missile I;700;0,015
1817;166;Inferno Auto-Targeting Light Missile I Blueprint;1;0,01
1818;395;Scourge Auto-Targeting Heavy Missile I;1000;0,03
1819;166;Scourge Auto-Targeting Heavy Missile I Blueprint;1;0,01
1820;395;Mjolnir Auto-Targeting Heavy Missile I;1000;0,03
1821;166;Mjolnir Auto-Targeting Heavy Missile I Blueprint;1;0,01
1822;395;Nova Auto-Targeting Heavy Missile I;1000;0,03
1823;166;Nova Auto-Targeting Heavy Missile I Blueprint;1;0,01
1824;395;Inferno Auto-Targeting Heavy Missile I;1000;0,03
1825;166;Inferno Auto-Targeting Heavy Missile I Blueprint;1;0,01
1826;396;Scourge Auto-Targeting Cruise Missile I;1250;0,05
1827;166;Scourge Auto-Targeting Cruise Missile I Blueprint;1;0,01
1828;396;Mjolnir Auto-Targeting Cruise Missile I;1250;0,05
1829;166;Mjolnir Auto-Targeting Cruise Missile I Blueprint;1;0,01
1830;396;Nova Auto-Targeting Cruise Missile I;1250;0,05
1831;166;Nova Auto-Targeting Cruise Missile I Blueprint;1;0,01
1832;396;Inferno Auto-Targeting Cruise Missile I;1250;0,05
1833;166;Inferno Auto-Targeting Cruise Missile I Blueprint;1;0,01
1855;48;Ship Scanner II;0;5
1856;128;Ship Scanner II Blueprint;0;0,01
1875;511;Rapid Light Missile Launcher I;0;10
1876;136;Rapid Light Missile Launcher I Blueprint;0;0,01
1877;511;Rapid Light Missile Launcher II;0;10
1878;136;Rapid Light Missile Launcher II Blueprint;0;0,01
1893;205;Basic Heat Sink;1;5
1896;25;Concord Police Frigate;1200000;20400
1898;25;Concord SWAT Frigate;1200000;20400
1900;25;Concord Army Frigate;1200000;20400
1902;25;Concord Special Ops Frigate;1200000;20400
1904;26;Concord Police Cruiser;12155000;101000
1912;27;Concord Police Battleship;112903000;486000
1914;27;Concord Special Ops Battleship;112903000;486000
1916;27;Concord SWAT Battleship;112903000;486000
1918;27;Concord Army Battleship;112903000;486000
1926;15;Amarr Station Hub;0;0
1927;15;Amarr Station Military;0;0
1928;15;Amarr Industrial Station;0;0
1929;15;Amarr Standard Station;0;0
1930;15;Amarr Mining Station;0;0
1931;15;Amarr Research Station;0;0
1932;15;Amarr Trade Post;0;0
1944;28;Bestower;13500000;260000
1945;108;Bestower Blueprint;0;0,01
1946;203;Basic RADAR Backup Array;0;5
1947;202;ECCM - Radar I;0;5
1948;201;ECM - Ion Field Projector I;0;5
1949;210;Basic Signal Amplifier;0;5
1951;211;Basic Tracking Enhancer;10;5
1952;212;Sensor Booster II;0;5
1955;201;ECM - Spatial Destabilizer I;0;5
1956;201;ECM - White Noise Generator I;0;5
1957;201;ECM - Multispectral Jammer I;0;5
1958;201;ECM - Phase Inverter I;0;5
1959;289;ECCM Projector I;0;20
1960;289;ECCM Projector II;0;5
1963;290;Remote Sensor Booster I;0;25
1964;290;Remote Sensor Booster II;0;5
1968;208;Remote Sensor Dampener I;0;5
1969;208;Remote Sensor Dampener II;0;5
1973;212;Sensor Booster I;0;5
1977;213;Tracking Computer I;0;5
1978;213;Tracking Computer II;0;5
1982;203;Basic LADAR Backup Array;0;5
1983;203;Basic Gravimetric Backup Array;0;5
1984;203;Basic Magnetometric Backup Array;0;5
1985;203;Basic Multi Sensor Backup Array;0;5
1986;210;Signal Amplifier I;0;5
1987;210;Signal Amplifier II;0;5
1998;211;Tracking Enhancer I;20;5
1999;211;Tracking Enhancer II;30;5
2001;1016;Cynosural Suppression;1000;500000
2002;202;ECCM - Ladar I;0;5
2003;202;ECCM - Magnetometric I;0;5
2004;202;ECCM - Gravimetric I;0;5
2005;202;ECCM - Omni I;0;5
2006;26;Omen;11050000;118000
2007;106;Omen Blueprint;0;0,01
2008;1016;Cynosural Navigation;1000;400000
2009;1016;Supercapital Construction Facilities;1000;200000
2010;286;Rebel Leader;2112000;21120
2011;306;Prison Facility;100000;100000000
2012;597;Terrorist Leader;1645000;16450
2013;283;Hostages;80;1
2014;7;Planet (Oceanic);1E+35;1
2015;7;Planet (Lava);1E+35;1
2016;7;Planet (Barren);1E+35;1
2017;7;Planet (Storm);1E+35;1
2018;61;Medium Capacitor Battery I;0;10
2019;141;Medium Capacitor Battery I Blueprint;0;0,01
2020;61;Large Capacitor Battery I;0;15
2021;141;Large Capacitor Battery I Blueprint;0;0,01
2022;61;X-Large Capacitor Battery I;0;20
2023;141;X-Large Capacitor Battery I Blueprint;0;0,01
2024;76;Medium Capacitor Booster II;0;10
2025;156;Medium Capacitor Booster II Blueprint;0;0,01
2026;1021;Pirate Detection Array 1;1000;5000
2027;1021;Pirate Detection Array 2;1000;10000
2028;1021;Pirate Detection Array 3;1000;100000
2029;1021;Pirate Detection Array 4;1000;250000
2030;1021;Pirate Detection Array 5;1000;500000
2031;1021;Entrapment Array 1;1000;5000
2032;43;Cap Recharger II;1;5
2033;123;Cap Recharger II Blueprint;0;0,01
2034;1021;Entrapment Array 2;1000;10000
2035;1021;Entrapment Array 3;1000;100000
2036;1021;Entrapment Array 4;1000;250000
2037;1021;Entrapment Array 5;1000;500000
2038;47;Cargo Scanner II;0;5
2039;127;Cargo Scanner II Blueprint;0;0,01
2040;1020;Ore Prospecting Array 1;1000;5000
2041;1020;Ore Prospecting Array 2;1000;10000
2042;1020;Ore Prospecting Array 3;1000;100000
2043;1020;Ore Prospecting Array 4;1000;250000
2044;1020;Ore Prospecting Array 5;1000;500000
2045;693;SARO Frigate;1650000;16500
2046;60;Damage Control I;5000;5
2047;140;Damage Control I Blueprint;0;0,01
2048;60;Damage Control II;5000;5
2049;140;Damage Control II Blueprint;0;0,01
2050;77;Gistum C-Type Adaptive Invulnerability Field;10000;5
2052;286;Mercenary Trainee;1970000;19700
2053;1020;Survey Networks 1;1000;5000
2054;1020;Survey Networks 2;1000;10000
2055;1020;Survey Networks 3;1000;100000
2056;1020;Survey Networks 4;1000;250000
2057;1020;Survey Networks 5;1000;500000
2058;1021;Quantum Flux Generator 1;1000;5000
2059;1021;Quantum Flux Generator 2;1000;10000
2060;1021;Quantum Flux Generator 3;1000;100000
2061;1021;Quantum Flux Generator 4;1000;250000
2062;1021;Quantum Flux Generator 5;1000;500000
2063;7;Planet (Plasma);1E+35;1
2064;995;EVE Gate;1E+35;1
2065;517;Patrikia Noirild's Reaper;0;0
2066;517;Karsten Lundham's Typhoon;0;0
2071;15;Station (Interbus);0;1
2072;602;Anire Scarlet;11800000;118000
2073;1035;Microorganisms;0;0,01
2074;314;Zazzmatazz;1;0,1
2075;314;Consolidated Holdings Commander Access Key;0,01;0,01
2076;474;Gate Key;1;0,1
2077;952;Amarr Frigate Container;0;0
2078;1022;Zephyr;5000;5000
2082;300;Genolution Core Augmentation CA-1;0;1
2083;481;Prototype Iris Probe Launcher;5;5
2093;283;Kidnapped Citizens;5;1
2096;226;Caldari Supercarrier Wreckage;0;0
2097;226;Amarr Supercarrier Wreckage;0;0
2098;632;Phenod's Broke-Ass Destroyer;2650000;26500
2100;314;Phenod's DNA;1;0,1
2101;226;Gallente Supercarrier Wreckage;0;0
2102;226;Minmatar Supercarrier Wreckage;0;0
2103;209;Remote Tracking Computer I;0;25
2104;209;Remote Tracking Computer II;0;5
2105;226;Amarr Carrier Wreckage;0;0
2106;226;Caldari Carrier Wreckage;0;0
2107;226;Gallente Carrier Wreckage;0;0
2108;291;Tracking Disruptor I;0;5
2109;291;Tracking Disruptor II;0;5
2110;226;Minmatar Carrier Wreckage;0;0
2111;226;Amarr Freighter Wreckage;0;0
2112;226;Caldari Freighter Wreckage;0;0
2113;226;Gallente Freighter Wreckage;0;0
2114;226;Minmatar Freighter Wreckage;0;0
2115;226;Amarr Dreadnought Wreckage;0;0
2116;226;Caldari Dreadnought Wreckage;0;0
2117;80;ECM Burst II;5000;5
2118;160;ECM Burst II Blueprint;0;0,01
2119;226;Gallente Dreadnought Wreckage;0;0
2120;226;Minmatar Dreadnought Wreckage;0;0
2121;226;Amarr Titan Wreckage;0;0
2122;226;Caldari Titan Wreckage;0;0
2123;226;Gallente Titan Wreckage;0;0
2124;226;Minmatar Titan Wreckage;0;0
2126;633;Anakism;2250000;22500
2127;306;Amarr Diplomat Quarters;100000;100000000
2128;632;Locced's Destroyer;2650000;26500
2129;1027;Limited Barren Command Center;5000;100
2130;1027;Standard Barren Command Center;5000;200
2131;1027;Improved Barren Command Center;5000;400
2132;1027;Advanced Barren Command Center;5000;800
2133;1027;Elite Barren Command Center;5000;1600
2134;1027;Limited Gas Command Center;5000;100
2135;1027;Standard Gas Command Center;5000;200
2136;1027;Improved Gas Command Center;5000;400
2137;1027;Advanced Gas Command Center;5000;800
2138;1027;Elite Gas Command Center;5000;1600
2139;1027;Limited Ice Command Center;5000;100
2140;1027;Standard Ice Command Center;5000;200
2141;1027;Improved Ice Command Center;5000;400
2142;1027;Advanced Ice Command Center;5000;800
2143;1027;Elite Ice Command Center;5000;1600
2144;1027;Limited Lava Command Center;5000;100
2145;1027;Standard Lava Command Center;5000;200
2146;1027;Improved Lava Command Center;5000;400
2147;1027;Advanced Lava Command Center;5000;800
2148;1027;Elite Lava Command Center;5000;1600
2149;1027;Limited Oceanic Command Center;5000;100
2150;1027;Standard Oceanic Command Center;5000;200
2151;1027;Improved Oceanic Command Center;5000;400
2152;1027;Advanced Oceanic Command Center;5000;800
2153;1027;Elite Oceanic Command Center;5000;1600
2154;1027;Limited Plasma Command Center;5000;100
2155;1027;Standard Plasma Command Center;5000;200
2156;1027;Improved Plasma Command Center;5000;400
2157;1027;Advanced Plasma Command Center;5000;800
2158;1027;Elite Plasma Command Center;5000;1600
2159;1027;Limited Storm Command Center;5000;100
2160;1027;Standard Storm Command Center;5000;200
2161;25;Crucifier;1064000;28100
2162;105;Crucifier Blueprint;0;0,01
2163;952;CONCORD Collection Vessel;0;0
2165;386;Haunter Cruise Missile;1250;0,05
2173;100;Infiltrator I;5000;10
2174;176;Infiltrator I Blueprint;0;0,01
2175;100;Infiltrator II;5000;10
2176;176;Infiltrator II Blueprint;0;0,01
2178;1019;Guristas Nova Citadel Cruise Missile;1500;0,3
2179;166;Sansha Wrath Cruise Missile Blueprint;1;0,01
2180;1019;Guristas Scourge Citadel Cruise Missile;1500;0,3
2181;306;Minmatar Diplomat Quarters;100000;100000000
2182;1019;Guristas Inferno Citadel Cruise Missile;1500;0,3
2183;100;Hammerhead I;5000;10
2184;176;Hammerhead I Blueprint;0;0,01
2185;100;Hammerhead II;5000;10
2186;176;Hammerhead II Blueprint;0;0,01
2187;952;Orca Container;0;0
2188;1019;Guristas Mjolnir Citadel Cruise Missile;1500;0,3
2189;952;Drone Infested Dominix;105000000;1010000
2190;1053;Renyn Meten;2000000;20000
2191;1054;Antem Neo;10010000;100100
2192;1052;The Kundalini Manifest;1546875000;62000000
2193;100;Praetor I;10000;25
2194;176;Praetor I Blueprint;0;0,01
2195;100;Praetor II;10000;25
2196;176;Praetor II Blueprint;0;0,01
2197;314;Environmentally-friendly Mining Equipment;70;32
2198;314;Crate of Environmentally-friendly Mining Equipment;210;450
2199;314;Prototype Body Armor Fabric ;50;20
2200;314;Crate of Prototype Body Armor Fabric ;5000;2000
2201;314;Riot Interdiction Team;30;30
2202;314;Riot Interdiction Teams;500;300
2203;100;Acolyte I;3000;5
2204;176;Acolyte I Blueprint;0;0,01
2205;100;Acolyte II;3000;5
2206;176;Acolyte II Blueprint;0;0,01
2207;1054;Vylade Dien;10010000;100100
2208;1054;Uitra Telen;10010000;100100
2209;1054;Arnon Epithalamus;10010000;100100
2210;89;Banshee Torpedo;1500;0,1
2211;166;Sansha Juggernaut Torpedo Blueprint;1;0,01
2212;385;Ghost Heavy Missile;1000;0,03
2213;166;Ghost Heavy Missile Blueprint;1;0,01
2214;952;Guard Post;100000;27500
2215;314;Amarr TIL-1A Nexus Chips ;1;12
2216;314;Crate of Amarr TIL-1A Nexus Chips;10;120
2217;283;Preacher;65;1
2218;306;Locced's Bribe;10000;27500
2219;314;Large Group of Civilian Workers and Dependents;110;125
2220;314;Civilian Workers and Dependents;11;12
2221;314;Manportable Electromagnetic Pulse Weapons ;25;25
2222;673;Scions of the Superior Gene;10100000;101000
2223;306;Preacher's Quarters;100000;100000000
2224;1006;Tolmak's Zealots;11500000;115000
2226;283;Sisters of Eve Negotiator;85;1
2232;306;Life pod;10000;1200
2233;1025;Customs Office;5000000000;100000000
2234;226;Sansha's Battletower LCO;100000;100000000
2239;283;Oura Madusaari;85;1
2240;283;Harroken Ikero;85;3
2244;283;Fajah Ateshi;85;1
2250;314;Neurowave Pattern Scanner;1;0,1
2252;226;Roden Station;0;1
2254;1027;Temperate Command Center;5000;1000
2256;1030;Temperate Launchpad;0;0
2257;1029;Ice Storage Facility;0;0
2258;202;ECCM - Omni II;0;5
2259;202;ECCM - Gravimetric II;0;5
2260;202;ECCM - Ladar II;0;5
2261;202;ECCM - Magnetometric II;0;5
2262;202;ECCM - Radar II;0;5
2263;12;Planetary Launch Container;10000;27500
2267;1032;Base Metals;0;0,01
2268;1033;Aqueous Liquids;0;0,01
2270;1032;Noble Metals;0;0,01
2272;1032;Heavy Metals;0;0,01
2280;1036;Link;0;0
2281;77;Adaptive Invulnerability Field II;10000;5
2282;157;Adaptive Invulnerability Field II Blueprint;0;0,01
2284;226;LCO Megathron (Roden);0;0
2285;226;LCO Dominix (Roden);0;0
2286;1035;Planktic Colonies;0;0,01
2287;1035;Complex Organisms;0;0,01
2288;1035;Carbon Compounds;0;0,01
2289;77;Explosive Deflection Field I;10000;20
2290;157;Explosive Deflection Field I Blueprint;0;0,01
2291;77;Kinetic Deflection Field I;10000;20
2292;157;Kinetic Deflection Field I Blueprint;0;0,01
2293;77;EM Ward Field I;10000;20
2294;157;EM Ward Field I Blueprint;0;0,01
2295;77;Thermic Dissipation Field I;10000;20
2296;157;Thermic Dissipation Field I Blueprint;0;0,01
2297;77;Explosive Deflection Field II;10000;5
2298;157;Explosive Deflection Field II Blueprint;0;0,01
2299;77;Kinetic Deflection Field II;10000;5
2300;157;Kinetic Deflection Field II Blueprint;0;0,01
2301;77;EM Ward Field II;10000;5
2302;157;EM Ward Field II Blueprint;0;0,01
2303;77;Thermic Dissipation Field II;10000;5
2304;157;Thermic Dissipation Field II Blueprint;0;0,01
2305;1035;Autotrophs;0;0,01
2306;1032;Non-CS Crystals;0;0,01
2307;1032;Felsic Magma;0;0,01
2308;1033;Suspended Plasma;0;0,01
2309;1033;Ionic Solutions;0;0,01
2310;1033;Noble Gas;0;0,01
2311;1033;Reactive Gas;0;0,01
2312;1034;Supertensile Plastics;0;1,5
2317;1034;Oxides;0;1,5
2319;1034;Test Cultures;0;1,5
2321;1034;Polyaramids;0;1,5
2327;1034;Microfiber Shielding;0;1,5
2328;1034;Water-Cooled CPU;0;1,5
2329;1034;Biocells;0;1,5
2331;57;Shield Power Relay I;20;5
2332;137;Shield Power Relay I Blueprint;0;0,01
2333;49;Survey Scanner II;0;5
2334;129;Survey Scanner II Blueprint;0;0,01
2335;226;Mysterious Probe;0;0
2341;82;Passive Targeter II;2000;5
2342;161;Passive Targeter II Blueprint;0;0,01
2344;1040;Condensates;0;6
2345;1040;Camera Drones;0;6
2346;1040;Synthetic Synapses;0;6
2348;1040;Gel-Matrix Biopaste;0;6
2349;1040;Supercomputers;0;6
2351;1040;Smartfab Units;0;6
2352;1040;Nuclear Reactors;0;6
2354;1040;Neocoms;0;6
2355;63;Small Hull Repairer II;1000;5
2356;143;Small Hull Repairer II Blueprint;0;0,01
2358;1040;Biotech Research Reports;0;6
2360;1040;Industrial Explosives;0;6
2361;1040;Hermetic Membranes;0;6
2363;205;Heat Sink I;1;5
2364;205;Heat Sink II;1;5
2366;1040;Hazmat Detection Systems;0;6
2367;1040;Cryoprotectant Solution;0;6
2368;314;Broken Organic Mortar Applicators;0;100
2369;314;Broken Sterile Conduits;0;100
2370;572;Serpentis Initiate;2450000;24500
2371;314;Broken Nano-Factory;0;100
2372;550;Angel Rogue;2250000;22500
2373;314;Broken Self-Harmonizing Power Core;0;100
2374;314;Broken Recursive Computing Module;0;100
2375;314;Broken Broadcast Node;0;100
2376;314;Broken Integrity Response Drones;0;100
2377;314;Broken Wetware Mainframe;0;100
2378;675;Mysterious Shuttle;1600000;5000
2379;572;Serpentis Spy;2500000;25000
2381;571;Serpentis Chief Spy;11600000;116000
2382;562;Guristas Arrogator;1500100;15001
2383;562;Guristas Invader;2025000;20250
2384;562;Guristas Imputor;1612000;16120
2385;562;Guristas Despoiler;2040000;20400
2386;562;Guristas Plunderer;1970000;19700
2387;561;Guristas Silencer;10700000;107000
2389;1042;Plasmoids;0;0,38
2390;1042;Electrolytes;0;0,38
2392;1042;Oxidizing Compound;0;0,38
2393;1042;Bacteria;0;0,38
2395;1042;Proteins;0;0,38
2396;1042;Biofuels;0;0,38
2397;1042;Industrial Fibers;0;0,38
2398;1042;Reactive Metals;0;0,38
2399;1042;Precious Metals;0;0,38
2400;1042;Toxic Metals;0;0,38
2401;1042;Chiral Structures;0;0,38
2403;1241;Advanced Planetology;0;0,01
2404;509;Light Missile Launcher II;0;5
2405;136;Light Missile Launcher II Blueprint;0;0,01
2406;1241;Planetology;0;0,01
2407;226;The Terminus Stream;1;0
2409;1026;Barren Aqueous Liquid Extractor;0;0
2410;510;Heavy Missile Launcher II;0;10
2411;136;Heavy Missile Launcher II Blueprint;0;0,01
2412;1026;Temperate Aqueous Liquid Extractor;0;0
2413;1026;Storm Aqueous Liquid Extractor;0;0
2414;1026;Oceanic Aqueous Liquid Extractor;0;0
2415;1026;Ice Aqueous Liquid Extractor;0;0
2416;1026;Gas Aqueous Liquid Extractor;0;0
2417;1026;Plasma Suspended Plasma Extractor;0;0
2418;1026;Lava Suspended Plasma Extractor;0;0
2419;1026;Storm Suspended Plasma Extractor;0;0
2420;508;Torpedo Launcher II;0;20
2421;136;Torpedo Launcher II Blueprint;0;0,01
2422;1026;Storm Ionic Solutions Extractor;0;0
2423;1026;Ice Noble Gas Extractor;0;0
2424;1026;Gas Ionic Solutions Extractor;0;0
2425;1026;Storm Noble Gas Extractor;0;0
2426;1026;Gas Noble Gas Extractor;0;0
2427;1026;Gas Reactive Gas Extractor;0;0
2428;1026;Lava Base Metals Extractor;0;0
2429;1026;Plasma Base Metals Extractor;0;0
2430;1026;Barren Base Metals Extractor;0;0
2431;1026;Storm Base Metals Extractor;0;0
2432;1026;Ice Microorganisms Extractor;0;0
2433;1026;Gas Base Metals Extractor;0;0
2434;1026;Plasma Noble Metals Extractor;0;0
